Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40
order;psychopy_order;image;correctAns;respModal;keyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;correct;incorrect_correct;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion;str_sub(keyResp_rt, start = 1, end = -1)
263;262;REPSWITCH1/PICTURE_576.png;guante;type;['g', 'u', 'a', 'n', 't', 'e'];0.9370446000248194;10.170.660.000.294.400;12.091.146.996.244.700;13.373.807.994.648.800;15.614.121.994.003.600;1.705439600162208];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;guante;darkblue;repeat;1;T;3;Stim1_Set3;1,41E+16;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.03.422.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9370446000248194, 1.0170660000294447, 1.2091146996244788, 1.3373807994648814, 1.5614121994003654, 1.705439600162208]
265;264;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];11.199.253.993.108.800;12.639.809.995.889.600;14.399.128.993.973.100;1.5839087991043925];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;taza;darkblue;nontarget;1;NT;4;Stim4_Set4;1,42E+16;1,24E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.12.641.wav;1,43E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1199253993108869, 1.2639809995889664, 1.4399128993973136, 1.5839087991043925]
266;265;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];0.7541418001055717;10.103.262.001.648.500;12.025.282.001.122.800;1.3465195000171661];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;taza;darkblue;repeat;1;T;4;Stim4_Set4;1,43E+16;1,27E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.17.285.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7541418001055717, 1.0103262001648545, 1.2025282001122832, 1.3465195000171661]
268;267;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];0.8532088994979858;10.128.169.991.075.900;11.888.236.990.198.400;13.965.168.995.782.700;15.248.949.993.401.700;1.63689289893955];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;regalo;darkblue;nontarget;1;NT;4;Stim6_Set4;1,44E+14;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.26.476.wav;1,44E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8532088994979858, 1.0128169991075993, 1.1888236990198493, 1.3965168995782733, 1.5248949993401766, 1.63689289893955]
272;271;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'm', 'e', 'j', 'o', 'backspace', 'backspace', 'backspace', 'backspace'];0.9191089998930693;0.9990995991975069;11.750.929.998.233.900;11.910.846.000.537.200;1.256.088.599.562.640;1.447.091.399.691.990;15.750.904.995.948.000;20.232.914.993.539.400;2.391.341.899.521.640;2.535.458.699.800.070;2.9196432000026107];NA;NA;NA;NA;;;con;darkblue;filler;1;F;4;Stim7_Set3;1,45E+15;1,59E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.44.919.wav;1,46E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9191089998930693, 0.9990995991975069, 1.1750929998233914, 1.1910846000537276, 1.256088599562645, 1.447091399691999, 1.5750904995948076, 2.0232914993539453, 2.391341899521649, 2.535458699800074, 2.9196432000026107]
275;274;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'm', 'i', 's', 'a'];0.899528999812901;10.755.153.996.869.900;11.555.163.990.706.200;12.835.073.992.609.900;1.331.526.999.361.810;1.459523999132216];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;camisa;darkblue;switch;1;T;4;Stim5_Set4;1,47E+15;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.59.021.wav;1,47E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.899528999812901, 1.0755153996869922, 1.1555163990706205, 1.2835073992609978, 1.331526999361813, 1.459523999132216]
276;275;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];22.081.212.997.436.500;2.416.113.399.900.490;26.081.137.992.441.600;2.7681740997359157];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaca;darkblue;nontarget;1;NT;4;Stim1_Set4;1,47E+16;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.03.679.wav;1,48E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;2.2081212997436523, 2.416113399900496, 2.6081137992441654, 2.7681740997359157]
278;277;REPSWITCH1/PICTURE_464.png;goma;type;['g', 'o', 'm', 'a'];0.9363911999389529;106.402.359.995.991;11.603.867.998.346.600;1.2403803998604417];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;goma;darkblue;filler;1;F;4;Stim6_Set3;1,48E+16;1,17E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.13.064.wav;1,49E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9363911999389529, 1.06402359995991, 1.1603867998346686, 1.2403803998604417]
281;280;REPSWITCH1/PICTURE_320.png;iglesia;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];0.9663693998008966;11.904.881.997.033.900;12.541.054.990.142.500;1.414.690.999.314.180;15.746.876.997.873.100;16.706.853.993.237.000;1.734689299017191];NA;NA;NA;NA;NA;NA;NA;NA;;;iglesia;darkblue;filler;1;F;4;Stim8_Set3;1,50E+16;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.26.952.wav;1,50E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9663693998008966, 1.1904881997033954, 1.2541054990142584, 1.414690999314189, 1.5746876997873187, 1.6706853993237019, 1.734689299017191]
283;282;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];0.8698431998491287;10.618.273.997.679.300;11.738.302.996.382.100;13.177.880.998.700.800;13.977.878.000.587.200;1.541852300055325];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;pierna;darkblue;switch;1;T;4;Stim3_Set4;1,51E+15;1,15E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.36.113.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8698431998491287, 1.0618273997679353, 1.1738302996382117, 1.3177880998700857, 1.3977878000587225, 1.541852300055325]
284;283;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];0.936485099606216;10.325.472.997.501.400;11.284.791.994.839.900;12.244.769.996.032.100;14.163.709.999.993.400;15.603.589.992.970.200;1.6084360992535949];NA;NA;NA;NA;NA;NA;NA;NA;;;bombero;darkblue;nontarget;1;NT;4;Stim7_Set4;1,51E+15;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.40.766.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.936485099606216, 1.0325472997501493, 1.1284791994839907, 1.2244769996032119, 1.4163709999993443, 1.5603589992970228, 1.6084360992535949]
285;284;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];0.8336976999416947;0.9619798995554447;10.259.662.000.462.400;11.059.307.996.183.600;12.817.624.993.622.300;14.577.140.994.369.900;1.5537564000114799];NA;NA;NA;NA;NA;NA;NA;NA;;;bombero;darkblue;repeat;1;T;4;Stim7_Set4;1,51E+16;1,45E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.45.471.wav;1,52E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8336976999416947, 0.9619798995554447, 1.0259662000462413, 1.1059307996183634, 1.2817624993622303, 1.4577140994369984, 1.5537564000114799]
287;286;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.978061799891293;1.170.002.999.715.500;13.787.126.997.485.700;15.711.618.000.641.400;17.141.485.000.029.200;1.859.158.799.983.560;1.9541461998596787];NA;NA;NA;NA;NA;NA;NA;NA;;;cartero;darkblue;filler;1;F;4;Stim3_Set3;1,52E+16;1,36E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.54.580.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.978061799891293, 1.170002999715507, 1.3787126997485757, 1.5711618000641465, 1.7141485000029206, 1.859158799983561, 1.9541461998596787]
292;291;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'e', 'i', 'r', 'n', 'a'];0.8608494000509381;0.9887641994282603;1.148.564.100.265.500;11.645.449.995.994.500;13.085.524.002.090.000;1.4541950998827815];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;peirna;darkblue;filler;1;F;1;Stim3_Set4;1,60E+16;1,21E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.05.712.wav;1,60E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8608494000509381, 0.9887641994282603, 1.148564100265503, 1.1645449995994568, 1.3085524002090096, 1.4541950998827815]
294;293;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];0.8964620996266603;1.136.369.999.498.120;1.344.209.698.960.180;1.5519843995571136];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaca;darkblue;filler;1;F;1;Stim1_Set4;1,60E+16;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.15.015.wav;1,61E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8964620996266603, 1.136369999498129, 1.344209698960185, 1.5519843995571136]
298;297;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];0.8054297994822264;1.014.433.299.191.290;120.534.179.918.468;1.2532333992421627];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaso;darkblue;switch;1;T;1;Stim7_Set1;1,62E+16;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.33.435.wav;1,63E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8054297994822264, 1.014433299191296, 1.20534179918468, 1.2532333992421627]
299;298;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];12.588.029.000.908.100;1.513.876.499.608.150;16.748.780.999.332.600;1.8182017002254725];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;taza;darkblue;filler;1;F;1;Stim4_Set4;1,63E+16;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.38.092.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2588029000908136, 1.513876499608159, 1.6748780999332666, 1.8182017002254725]
300;299;REPSWITCH1/PICTURE_135.png;traje;type;['t', 'r', 'a', 'j', 'e'];0.848959599621594;0.9934684000909328;12.493.572.998.791.900;13.293.477.995.321.100;2.00094179995358];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;traje;darkblue;nontarget;1;NT;1;Stim3_Set1;1,63E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.42.669.wav;1,64E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.848959599621594, 0.9934684000909328, 1.2493572998791933, 1.3293477995321155, 2.00094179995358]
303;302;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];0.9520929995924234;11.757.245.995.104.300;1.351.720.199.920.230;1.415722600184381];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaso;darkblue;switch;1;T;1;Stim2_Set1;1,65E+16;1,24E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.56.462.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9520929995924234, 1.1757245995104313, 1.351720199920237, 1.415722600184381]
305;304;REPSWITCH1/PICTURE_128.png;muñeca;type;['m', 'u', 'ñ', 'e', 'c', 'a'];11.393.159.003.928.300;13.313.370.002.433.600;23.078.824.002.295.700;2.468.070.199.713.110;26.436.534.002.423.200;2.820013400167227];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;muñeca;darkblue;nontarget;1;NT;1;Stim4_Set1;1,66E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.05.662.wav;1,66E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1393159003928304, 1.3313370002433658, 2.3078824002295732, 2.468070199713111, 2.6436534002423286, 2.820013400167227]
306;305;REPSWITCH1/PICTURE_128.png;muñeca;type;['m', 'u', 'ñ', 'e', 'c', 'a'];11.409.978.996.962.300;13.169.815.000.146.600;2.116.944.800.131.020;2.324.971.799.738.700;25.170.090.002.939.100;2.6929684998467565];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;muñeca;darkblue;repeat;1;T;1;Stim4_Set1;1,66E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.10.241.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1409978996962309, 1.3169815000146627, 2.116944800131023, 2.324971799738705, 2.5170090002939105, 2.6929684998467565]
307;306;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'p', 'o'];11.332.948.990.166.100;13.730.917.992.070.300;15.970.957.996.323.700;1.804.467.199.370.260;1.96448789909482];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;pulpo;darkblue;filler;1;F;1;Stim8_Set4;1,66E+16;1,30E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.14.825.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1332948990166187, 1.3730917992070317, 1.5970957996323705, 1.804467199370265, 1.96448789909482]
309;308;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'e', 'n', 't', 'e'];0.9758302988484502;11.991.986.986.249.600;13.432.092.992.588.800;14.401.898.989.453.900;15.352.000.994.607.800;1.7111909994855523];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;puente;darkblue;nontarget;1;NT;1;Stim1_Set1;1,67E+15;1,37E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.24.018.wav;1,68E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9758302988484502, 1.1991986986249685, 1.3432092992588878, 1.4401898989453912, 1.5352000994607806, 1.7111909994855523]
310;309;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'n', 'e', 't', 'e', 'backspace', 'backspace', 'backspace', 'backspace', 'e', 'n', 't'];0.9562700996175408;11.483.186.995.610.500;12.763.187.997.043.100;13.243.148.997.426.000;15.015.335.995.703.900;16.759.875.994.175.600;2.140.464.900.061.480;22.837.576.996.535.000;2.427.607.700.228.690;2.539.726.000.279.180;26.517.399.000.003.900;2.811.706.299.893.550;2.859705800190568];NA;NA;;;puent;darkblue;repeat;1;T;1;Stim1_Set1;1,68E+16;1,34E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.28.674.wav;1,68E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9562700996175408, 1.1483186995610595, 1.2763187997043133, 1.3243148997426033, 1.5015335995703936, 1.6759875994175673, 2.140464900061488, 2.2837576996535063, 2.427607700228691, 2.539726000279188, 2.6517399000003934, 2.811706299893558, 2.859705800190568]
311;310;REPSWITCH1/PICTURE_16.png;cazador;type;['c', 'a', 'z', 'a', 'o', 'backspace', 'd'];10.225.879.997.015;11.989.578.995.853.600;19.030.758.989.974.800;204.706.889.949.739;23.350.870.991.125.700;2.751.285.999.082.020;2.847014899365604];NA;NA;NA;NA;NA;NA;NA;NA;;;cazad;darkblue;nontarget;1;NT;1;Stim6_Set1;1,68E+16;1,56E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.33.234.wav;1,69E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0225879997015, 1.1989578995853662, 1.9030758989974856, 2.04706889949739, 2.3350870991125703, 2.751285999082029, 2.847014899365604]
313;312;REPSWITCH1/PICTURE_199.png;falda;type;['f', 'a', 'l', 'd', 'a'];10.174.274.994.060.300;1.305.673.399.940.130;14.176.373.993.977.900;15.296.552.991.494.500;1.6896305000409484];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;falda;darkblue;nontarget;1;NT;2;Stim8_Set2;1,69E+16;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.42.470.wav;1,69E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0174274994060397, 1.305673399940133, 1.4176373993977904, 1.5296552991494536, 1.6896305000409484]
314;313;REPSWITCH1/PICTURE_199.png;falda;type;['f', 'a', 'l', 'd', 'a'];12.955.624.992.027.800;1.471.531.598.828.730;15.510.794.995.352.600;16.632.329.989.224.600;1.8072988986968994];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;falda;darkblue;repeat;1;T;2;Stim8_Set2;1,70E+15;1,45E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.47.090.wav;1,70E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2955624992027879, 1.471531598828733, 1.5510794995352626, 1.6632329989224672, 1.8072988986968994]
316;315;REPSWITCH1/PICTURE_517.png;cuerda;type;['c', 'u', 'e', 'r', 'd', 'a'];0.8461210997775197;0.942195599898696;10.542.051.997.035.700;11.821.906.995.028.200;13.421.889.999.881.300;1.502190599218011];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;cuerda;darkblue;nontarget;1;NT;2;Stim4_Set2;1,71E+16;1,49E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.56.393.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8461210997775197, 0.942195599898696, 1.0542051997035742, 1.1821906995028257, 1.3421889999881387, 1.502190599218011]
317;316;REPSWITCH1/PICTURE_517.png;cuerda;type;['c', 'u', 'e', 'r', 'd', 'a'];0.721153499558568;0.8337113000452518;0.9298255993053317;10.738.645.996.898.400;1.233.241.899.870.330;1.4257030999287963];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;cuerda;darkblue;repeat;1;T;2;Stim4_Set2;1,71E+16;1,44E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.00.959.wav;1,71E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.721153499558568, 0.8337113000452518, 0.9298255993053317, 1.0738645996898413, 1.233241899870336, 1.4257030999287963]
319;318;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'z', 'backspace'];0.9170705992728472;10.132.366.986.945.200;1.173.157.999.292.010;18.453.053.990.378.900;2.005.299.098.789.690;2.181.293.899.193.400;2.9493007995188236];NA;NA;NA;NA;NA;NA;NA;NA;;;manza;darkblue;nontarget;1;NT;2;Stim6_Set2;1,72E+15;1,50E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.10.203.wav;1,72E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9170705992728472, 1.0132366986945271, 1.173157999292016, 1.8453053990378976, 2.005299098789692, 2.181293899193406, 2.9493007995188236]
322;321;REPSWITCH1/PICTURE_152.png;caracol;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0.9671478997915983;11.591.821.992.769.800;1.383.182.699.792.080;15.432.934.993.878.000;17.194.291.995.838.200;1.831.415.199.674.660;2.0554798990488052];NA;NA;NA;NA;NA;NA;NA;NA;;;caracol;darkblue;switch;1;T;2;Stim2_Set2;1,73E+16;1,52E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.24.166.wav;1,74E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9671478997915983, 1.1591821992769837, 1.383182699792087, 1.5432934993878007, 1.7194291995838284, 1.831415199674666, 2.0554798990488052]
323;322;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];0.9923454001545906;1.215.620.200.149.710;13.602.054.994.553.300;1.4242083998396993];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaso;darkblue;filler;1;F;2;Stim7_Set1;1,74E+16;1,35E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.28.817.wav;1,74E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9923454001545906, 1.215620200149715, 1.3602054994553328, 1.4242083998396993]
325;324;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];0.7824689000844955;10.220.703.994.855.200;11.820.670.999.586.500;1.2620644997805357];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;vaso;darkblue;filler;1;F;2;Stim2_Set1;1,75E+15;1,22E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.38.178.wav;1,75E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7824689000844955, 1.0220703994855285, 1.1820670999586582, 1.2620644997805357]
326;325;REPSWITCH1/PICTURE_446.png;cerdo;type;['c', 'e', 'r', 'd', 'o'];0.9300654996186495;11.057.796.999.812.100;12.497.523.995.116.300;13.937.732.996.419.000;1.4737734999507666];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;cerdo;darkblue;nontarget;1;NT;2;Stim7_Set2;1,75E+16;1,50E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.42.725.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9300654996186495, 1.1057796999812126, 1.2497523995116353, 1.3937732996419072, 1.4737734999507666]
330;329;REPSWITCH1/PICTURE_128.png;muñeca;type;['m', 'u', 'ñ', 'e', 'c', 'a'];10.968.978.991.732.000;1.288.896.999.321.870;19.769.378.993.660.200;21.049.008.993.431.900;22.968.264.995.142.800;2.4569813990965486];NA;NA;NA;NA;NA;NA;NA;NA;NA;;;muñeca;darkblue;filler;1;F;2;Stim4_Set1;1,77E+16;1,44E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.01.063.wav;1,77E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0968978991732001, 1.288896999321878, 1.9769378993660212, 2.1049008993431926, 2.2968264995142817, 2.4569813990965486]
