Column1;Trial_no;CorrectAns;SubjResponse;Notes;Backspace;Item_correct;Modality_Correct;Error_Corrected;Hesitation;RT;Duration;RespModal;KeyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;RepSwitch;baseline;baseline_condition;micRespv2l1.started
259;259;conejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.31453E+14
260;260;conejo;conejo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'n', 'e', 'j', 'o'];0.843097700038925;0.970996499992907;1.17902699997649;1.27503350004554;1.46703690011054;1.54703480005264;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.31908E+14
261;261;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];0.733669999986887;0.893666899995878;1.05366460001096;1.14970359997824;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.32373E+14
262;262;miel;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.3283E+14
263;263;falda;falda;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'a', 'l', 'd', 'a'];0.915275899926201;1.01065539987758;1.31456109997816;1.42658499977551;1.66719879978336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.33293E+14
264;264;goma;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.33757E+14
265;265;goma;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.34213E+14
266;266;caracol;carcaol;NA;0;0;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 'c', 'a', 'o', 'l'];0.813015599967912;0.925018799956888;1.00497859995812;1.11697979993187;1.26098929997534;1.80610949988477;1.94904859992675;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.34681E+14
267;267;iglesia;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.35156E+14
268;268;iglesia;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.35626E+14
269;269;oreja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.36085E+14
270;270;oreja;oreja;NA;0;1;NA;NA;NA;NA;NA;type;['o', 'r', 'e', 'j', 'a'];0.891589300008491;1.05184830003418;1.24385460000485;1.3238435999956;1.50028170016594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.36545E+14
271;271;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.37014E+14
272;272;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];0.930092300055549;1.15405660006218;1.3146190000698;1.55441530002281;1.66606519999914;1.7940624000039;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1.37482E+14
273;273;cartero;cartero;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.827321999939159;0.923309299862012;1.00330500002019;1.14651830005459;1.22687530005351;1.38688579993322;1.46687139989808;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.37956E+14
274;274;cartero;cartero;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.653992000035942;0.74997889995575;0.829979500034824;0.973976799985394;1.10203339997679;1.30982699990273;1.42226239992306;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.38417E+14
275;275;mano;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1.38883E+14
276;276;guante;gyante;NA;0;0;NA;NA;NA;NA;NA;type;['g', 'y', 'a', 'n', 't', 'e'];0.840476599987596;0.952479499857873;1.16016669990495;1.22415759996511;1.43199279997498;1.4968318999745;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.39345E+14
277;277;guante;guante;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'u', 'a', 'n', 't', 'e'];0.654706300003454;0.750552499899641;0.878546699881554;1.03851879993454;1.27851169998758;1.34250689996406;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.39802E+14
278;278;pintor;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.4027E+14
279;279;taza;taza;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'a', 'z', 'a'];0.834812700049952;0.882733899867162;1.1216346998699;1.20163799985312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.40727E+14
280;280;taza;taza;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'a', 'z', 'a'];0.6579923001118;0.737956100143492;0.913960800040513;0.961984600173309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.41191E+14
281;281;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.41652E+14
282;282;regalo;regalo;NA;0;1;NA;NA;NA;NA;NA;type;['r', 'e', 'g', 'a', 'l', 'o'];0.93550239992328;1.0314390999265;1.14344289992005;1.31944280001335;1.49528659996577;1.62327519990504;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;14212610229
283;283;regalo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.42581E+14
284;284;ba?o;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.43055E+14
285;285;ba?o;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.4352E+14
286;286;conejo;conejo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'n', 'e', 'j', 'o'];1.04859240003861;1.4166063000448;1.624546200037;1.81649499991909;1.96042669983581;2.07280549989082;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;14398676312
287;287;miel;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1.44455E+14
288;288;camisa;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1.44915E+14
289;289;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.777599000139162;0.889584500109777;1.17761220014654;1.27357660001144;1.36961940000765;1.56232300004922;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.45379E+14
290;290;vaca;vaca;NA;0;1;NA;NA;NA;NA;NA;type;['v', 'a', 'c', 'a'];0.789232699899003;0.870037699816748;0.950035499874502;1.03002999979071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1.45845E+14
291;291;vaca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1.4631E+14
292;292;goma;goma;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'o', 'm', 'a'];0.779451099922881;1.21044560009614;1.35440600011498;1.45137590006925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1.46775E+14
293;293;pulpo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1.47242E+13
294;294;pulpo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1.47701E+14
